"","GOID","Ontology.ATAC","Pvalue.ATAC","Term.ATAC","lipid.related"
"682","GO:0035239","BP",2.31528001111056e-05,"tube morphogenesis",FALSE
"683","GO:0035265","BP",0.000635961874332795,"organ growth",FALSE
"684","GO:0035270","BP",3.65965227468905e-07,"endocrine system development",FALSE
"685","GO:0035272","BP",0.0188876573665188,"exocrine system development",FALSE
"686","GO:0035282","BP",0.00249801349934619,"segmentation",FALSE
"687","GO:0035283","BP",0.0105950372496891,"central nervous system segmentation",FALSE
"688","GO:0035284","BP",0.0105950372496891,"brain segmentation",FALSE
"689","GO:0035295","BP",4.45283603360124e-06,"tube development",FALSE
"690","GO:0035303","BP",0.0113417373021251,"regulation of dephosphorylation",FALSE
"691","GO:0035305","BP",0.0335230488441118,"negative regulation of dephosphorylation",FALSE
"692","GO:0035315","BP",0.0195943100032368,"hair cell differentiation",FALSE
"693","GO:0035337","BP",0.00785673357034098,"fatty-acyl-CoA metabolic process",TRUE
"694","GO:0035383","BP",0.0463800505963955,"thioester metabolic process",FALSE
"695","GO:0035384","BP",0.0232997451884636,"thioester biosynthetic process",FALSE
"696","GO:0035476","BP",0.0276071822972687,"angioblast cell migration",FALSE
"697","GO:0035552","BP",0.0401496307603072,"oxidative single-stranded DNA demethylation",FALSE
"698","GO:0035556","BP",0.0393590676066671,"intracellular signal transduction",FALSE
"699","GO:0035601","BP",0.00121285049434953,"protein deacylation",FALSE
"700","GO:0035736","BP",0.0202799624078746,"cell proliferation involved in compound eye morphogenesis",FALSE
"701","GO:0035844","BP",0.0408150408773603,"cloaca development",FALSE
"702","GO:0035883","BP",0.00186495823994531,"enteroendocrine cell differentiation",FALSE
"703","GO:0035886","BP",0.0386934967200705,"vascular associated smooth muscle cell differentiation",FALSE
"704","GO:0035904","BP",0.00988047174926281,"aorta development",FALSE
"705","GO:0035905","BP",0.0012102749168792,"ascending aorta development",FALSE
"706","GO:0035909","BP",0.00133261338430059,"aorta morphogenesis",FALSE
"707","GO:0035910","BP",0.000272744483269751,"ascending aorta morphogenesis",FALSE
"708","GO:0035914","BP",0.00151768078873136,"skeletal muscle cell differentiation",FALSE
"709","GO:0035987","BP",0.000485918208630512,"endodermal cell differentiation",FALSE
"710","GO:0035993","BP",0.00583059468528606,"deltoid tuberosity development",FALSE
"711","GO:0036109","BP",0.0361893609635655,"alpha-linolenic acid metabolic process",FALSE
"712","GO:0036111","BP",0.0401496307603072,"very long-chain fatty-acyl-CoA metabolic process",TRUE
"713","GO:0036113","BP",0.0202799624078746,"very long-chain fatty-acyl-CoA catabolic process",TRUE
"714","GO:0036115","BP",0.0401496307603072,"fatty-acyl-CoA catabolic process",TRUE
"715","GO:0036211","BP",0.00498671240957887,"protein modification process",FALSE
"716","GO:0036250","BP",0.0202799624078746,"peroxisome transport along microtubule",FALSE
"717","GO:0036517","BP",0.0202799624078746,"chemoattraction of serotonergic neuron axon",FALSE
"718","GO:0036518","BP",0.0401496307603072,"chemorepulsion of dopaminergic neuron axon",FALSE
"719","GO:0038007","BP",0.010849403765106,"netrin-activated signaling pathway",FALSE
"720","GO:0038092","BP",0.0311436126175739,"nodal signaling pathway",FALSE
"721","GO:0038097","BP",0.0202799624078746,"positive regulation of mast cell activation by Fc-epsilon receptor signaling pathway",FALSE
"722","GO:0038100","MF",0.040622984188158,"nodal binding",FALSE
"723","GO:0038132","MF",0.0137481298301554,"neuregulin binding",FALSE
"724","GO:0038180","BP",0.0456494461726092,"nerve growth factor signaling pathway",FALSE
"725","GO:0039706","MF",0.0417021889581192,"co-receptor binding",FALSE
"726","GO:0040007","BP",4.76502763024397e-06,"growth",FALSE
"727","GO:0040008","BP",0.00377596428014145,"regulation of growth",FALSE
"728","GO:0040011","BP",2.07769872886501e-06,"locomotion",FALSE
"729","GO:0040012","BP",0.000465084892016274,"regulation of locomotion",FALSE
"730","GO:0040013","BP",0.000239406497796869,"negative regulation of locomotion",FALSE
"731","GO:0040034","BP",0.00531029929487556,"regulation of development, heterochronic",FALSE
"732","GO:0040036","BP",0.013023740574898,"regulation of fibroblast growth factor receptor signaling pathway",FALSE
"733","GO:0042063","BP",0.000167759009327569,"gliogenesis",FALSE
"734","GO:0042074","BP",0.0201244185539432,"cell migration involved in gastrulation",FALSE
"735","GO:0042127","BP",4.52799321942084e-08,"regulation of cell population proliferation",FALSE
"736","GO:0042221","BP",0.0229805940798655,"response to chemical",FALSE
"737","GO:0042245","BP",0.0401496307603072,"RNA repair",FALSE
"738","GO:0042246","BP",1.53989123642835e-05,"tissue regeneration",FALSE
"739","GO:0042303","BP",0.000687740504759387,"molting cycle",FALSE
"740","GO:0042325","BP",0.000303877442814694,"regulation of phosphorylation",FALSE
"741","GO:0042326","BP",0.012907661415415,"negative regulation of phosphorylation",FALSE
"742","GO:0042327","BP",0.00271656639577688,"positive regulation of phosphorylation",FALSE
"743","GO:0042330","BP",0.00485541437162747,"taxis",FALSE
"744","GO:0042438","BP",0.0224157040768688,"melanin biosynthetic process",FALSE
"745","GO:0042471","BP",0.00281073517489493,"ear morphogenesis",FALSE
"746","GO:0042472","BP",0.00330685372979172,"inner ear morphogenesis",FALSE
"747","GO:0042475","BP",0.0259230961794719,"odontogenesis of dentin-containing tooth",FALSE
"748","GO:0042476","BP",0.0115673782659008,"odontogenesis",FALSE
"749","GO:0042481","BP",0.0360823383464341,"regulation of odontogenesis",FALSE
"750","GO:0042487","BP",0.00957608103646888,"regulation of odontogenesis of dentin-containing tooth",FALSE
"751","GO:0042491","BP",0.0377418228131444,"inner ear auditory receptor cell differentiation",FALSE
"752","GO:0042633","BP",0.000687740504759387,"hair cycle",FALSE
"753","GO:0042659","BP",0.00713872173971451,"regulation of cell fate specification",FALSE
"754","GO:0042663","BP",0.00203545912922419,"regulation of endodermal cell fate specification",FALSE
"755","GO:0042664","BP",0.00583059468528606,"negative regulation of endodermal cell fate specification",FALSE
"756","GO:0042668","BP",0.0401496307603072,"auditory receptor cell fate determination",FALSE
"757","GO:0042720","CC",0.0407507938798527,"mitochondrial inner membrane peptidase complex",FALSE
"758","GO:0042733","BP",0.000801413958661874,"embryonic digit morphogenesis",FALSE
"759","GO:0042826","MF",0.00114417882646693,"histone deacetylase binding",FALSE
"760","GO:0042835","MF",0.040622984188158,"BRE binding",FALSE
"761","GO:0042921","BP",0.00839470607529741,"glucocorticoid receptor signaling pathway",FALSE
"762","GO:0042974","MF",0.00815716844963897,"retinoic acid receptor binding",FALSE
"763","GO:0042981","BP",0.000603425518613513,"regulation of apoptotic process",FALSE
"764","GO:0042982","BP",0.03336696348109,"amyloid precursor protein metabolic process",FALSE
"765","GO:0043009","BP",0.00268410715964744,"chordate embryonic development",FALSE
"766","GO:0043010","BP",0.000280469689381659,"camera-type eye development",FALSE
"767","GO:0043065","BP",0.00548625921552805,"positive regulation of apoptotic process",FALSE
"768","GO:0043066","BP",0.00170158153960554,"negative regulation of apoptotic process",FALSE
"769","GO:0043067","BP",0.000872873019108081,"regulation of programmed cell death",FALSE
"770","GO:0043068","BP",0.00638428732055368,"positive regulation of programmed cell death",FALSE
"771","GO:0043069","BP",0.00238136456811331,"negative regulation of programmed cell death",FALSE
"772","GO:0043085","BP",0.0310283484113859,"positive regulation of catalytic activity",FALSE
"773","GO:0043113","BP",0.0192924602541722,"receptor clustering",FALSE
"774","GO:0043153","BP",0.0335654857415769,"entrainment of circadian clock by photoperiod",FALSE
"775","GO:0043170","BP",0.0134977818257467,"macromolecule metabolic process",FALSE
"776","GO:0043195","CC",0.0465184699453801,"terminal bouton",FALSE
"777","GO:0043200","BP",0.0189433259763616,"response to amino acid",FALSE
"778","GO:0043233","CC",0.00038629539131738,"organelle lumen",FALSE
"779","GO:0043235","CC",0.00750055350623225,"receptor complex",FALSE
"780","GO:0043255","BP",0.0175283172572706,"regulation of carbohydrate biosynthetic process",FALSE
"781","GO:0043276","BP",0.0267678352334923,"anoikis",FALSE
"782","GO:0043296","CC",0.00587478850501599,"apical junction complex",FALSE
"783","GO:0043353","BP",0.016577533733663,"enucleate erythrocyte differentiation",FALSE
"784","GO:0043393","BP",0.0440586357845988,"regulation of protein binding",FALSE
"785","GO:0043398","MF",0.00824057365359243,"HLH domain binding",FALSE
"786","GO:0043401","BP",0.000269689135960955,"steroid hormone mediated signaling pathway",FALSE
"787","GO:0043402","BP",0.00393980860181467,"glucocorticoid mediated signaling pathway",FALSE
"788","GO:0043408","BP",0.00158659751968932,"regulation of MAPK cascade",FALSE
"789","GO:0043409","BP",0.0142306635506175,"negative regulation of MAPK cascade",FALSE
"790","GO:0043412","BP",0.0109843413541577,"macromolecule modification",FALSE
"791","GO:0043434","BP",0.0474622002132502,"response to peptide hormone",FALSE
"792","GO:0043455","BP",0.00314218003351708,"regulation of secondary metabolic process",FALSE
"793","GO:0043467","BP",0.0302244662113708,"regulation of generation of precursor metabolites and energy",FALSE
"794","GO:0043473","BP",0.0305282101466554,"pigmentation",FALSE
"795","GO:0043491","BP",0.0234979177610267,"protein kinase B signaling",FALSE
"796","GO:0043500","BP",0.0282784172778028,"muscle adaptation",FALSE
"797","GO:0043502","BP",0.0286191375029631,"regulation of muscle adaptation",FALSE
"798","GO:0043523","BP",0.0329425482250498,"regulation of neuron apoptotic process",FALSE
"799","GO:0043524","BP",0.00686263473338117,"negative regulation of neuron apoptotic process",FALSE
"800","GO:0043537","BP",0.0196937293977889,"negative regulation of blood vessel endothelial cell migration",FALSE
"801","GO:0043549","BP",0.0187222772697798,"regulation of kinase activity",FALSE
"802","GO:0043565","MF",7.67529282721201e-10,"sequence-specific DNA binding",FALSE
"803","GO:0043583","BP",0.000275916187992786,"ear development",FALSE
"804","GO:0043588","BP",0.000885134112252871,"skin development",FALSE
"805","GO:0043602","BP",0.0202799624078746,"nitrate catabolic process",FALSE
"806","GO:0043616","BP",0.033391164967545,"keratinocyte proliferation",FALSE
"807","GO:0043630","BP",0.0401496307603072,"ncRNA polyadenylation involved in polyadenylation-dependent ncRNA catabolic process",FALSE
"808","GO:0043704","BP",0.0202799624078746,"photoreceptor cell fate specification",FALSE
"809","GO:0043973","BP",0.0401496307603072,"histone H3-K4 acetylation",FALSE
"810","GO:0044087","BP",0.0499353626341945,"regulation of cellular component biogenesis",FALSE
"811","GO:0044093","BP",0.0158808169152908,"positive regulation of molecular function",FALSE
"812","GO:0044237","BP",0.0445554432034066,"cellular metabolic process",FALSE
"813","GO:0044249","BP",0.000636396452223776,"cellular biosynthetic process",FALSE
"814","GO:0044260","BP",0.00112006620751515,"cellular macromolecule metabolic process",FALSE
"815","GO:0044271","BP",1.80115940353281e-05,"cellular nitrogen compound biosynthetic process",FALSE
"816","GO:0044344","BP",0.00602020351392067,"cellular response to fibroblast growth factor stimulus",FALSE
"817","GO:0044550","BP",0.0244530472758905,"secondary metabolite biosynthetic process",FALSE
"818","GO:0044691","BP",0.00805373476609258,"tooth eruption",FALSE
"819","GO:0044721","BP",0.0202799624078746,"protein import into peroxisome matrix, substrate release",FALSE
"820","GO:0044743","BP",0.0360823383464341,"protein transmembrane import into intracellular organelle",FALSE
"821","GO:0044866","BP",0.0401496307603072,"modulation by host of viral exo-alpha-sialidase activity",FALSE
"822","GO:0044867","BP",0.0401496307603072,"modulation by host of viral catalytic activity",FALSE
"823","GO:0044869","BP",0.0401496307603072,"negative regulation by host of viral exo-alpha-sialidase activity",FALSE
"824","GO:0044870","BP",0.0401496307603072,"modulation by host of viral glycoprotein metabolic process",FALSE
"825","GO:0044871","BP",0.0401496307603072,"negative regulation by host of viral glycoprotein metabolic process",FALSE
"826","GO:0045165","BP",9.73693019259914e-07,"cell fate commitment",FALSE
"827","GO:0045168","BP",0.000635052989667357,"cell-cell signaling involved in cell fate commitment",FALSE
"828","GO:0045178","CC",0.0206066580988102,"basal part of cell",FALSE
"829","GO:0045183","MF",0.040622984188158,"translation factor activity, non-nucleic acid binding",FALSE
"830","GO:0045444","BP",2.12499637265455e-07,"fat cell differentiation",FALSE
"831","GO:0045448","BP",0.0276071822972687,"mitotic cell cycle, embryonic",FALSE
"832","GO:0045475","BP",0.0265869860336108,"locomotor rhythm",FALSE
"833","GO:0045540","BP",0.00683191344134162,"regulation of cholesterol biosynthetic process",FALSE
"834","GO:0045542","BP",0.0105950372496891,"positive regulation of cholesterol biosynthetic process",FALSE
"835","GO:0045595","BP",4.40477920135719e-08,"regulation of cell differentiation",FALSE
"836","GO:0045596","BP",1.30313671807738e-08,"negative regulation of cell differentiation",FALSE
"837","GO:0045597","BP",0.000509917003617386,"positive regulation of cell differentiation",FALSE
"838","GO:0045598","BP",8.66187045860955e-05,"regulation of fat cell differentiation",TRUE
"839","GO:0045600","BP",0.000184010224355124,"positive regulation of fat cell differentiation",TRUE
"840","GO:0045604","BP",0.0320583247249304,"regulation of epidermal cell differentiation",FALSE
"841","GO:0045605","BP",0.0186310728470105,"negative regulation of epidermal cell differentiation",FALSE
"842","GO:0045607","BP",0.00108726284555452,"regulation of inner ear auditory receptor cell differentiation",FALSE
"843","GO:0045608","BP",0.00380960156700187,"negative regulation of inner ear auditory receptor cell differentiation",FALSE
"844","GO:0045609","BP",0.0401496307603072,"positive regulation of inner ear auditory receptor cell differentiation",FALSE
"845","GO:0045631","BP",0.00108726284555452,"regulation of mechanoreceptor differentiation",FALSE
"846","GO:0045632","BP",0.00380960156700187,"negative regulation of mechanoreceptor differentiation",FALSE
"847","GO:0045633","BP",0.0401496307603072,"positive regulation of mechanoreceptor differentiation",FALSE
"848","GO:0045637","BP",0.0077514187711012,"regulation of myeloid cell differentiation",FALSE
"849","GO:0045638","BP",0.00530541112615861,"negative regulation of myeloid cell differentiation",FALSE
"850","GO:0045643","BP",0.0202799624078746,"regulation of eosinophil differentiation",FALSE
"851","GO:0045645","BP",0.0202799624078746,"positive regulation of eosinophil differentiation",FALSE
"852","GO:0045646","BP",0.0280470923881277,"regulation of erythrocyte differentiation",FALSE
"853","GO:0045647","BP",0.0136765521254399,"negative regulation of erythrocyte differentiation",FALSE
"854","GO:0045662","BP",0.0386934967200705,"negative regulation of myoblast differentiation",FALSE
"855","GO:0045664","BP",4.29137904723913e-06,"regulation of neuron differentiation",FALSE
"856","GO:0045665","BP",1.92269982812433e-06,"negative regulation of neuron differentiation",FALSE
"857","GO:0045666","BP",0.015508984324353,"positive regulation of neuron differentiation",FALSE
"858","GO:0045667","BP",0.00255791570330641,"regulation of osteoblast differentiation",FALSE
"859","GO:0045668","BP",0.00254454404733407,"negative regulation of osteoblast differentiation",FALSE
"860","GO:0045670","BP",0.045780307203169,"regulation of osteoclast differentiation",FALSE
"861","GO:0045671","BP",0.0110286754625521,"negative regulation of osteoclast differentiation",FALSE
"862","GO:0045682","BP",0.00463466767977907,"regulation of epidermis development",FALSE
"863","GO:0045683","BP",0.0311436126175739,"negative regulation of epidermis development",FALSE
"864","GO:0045685","BP",0.0117513263527937,"regulation of glial cell differentiation",FALSE
"865","GO:0045686","BP",0.00209922901855067,"negative regulation of glial cell differentiation",FALSE
"866","GO:0045687","BP",0.00363720558836624,"positive regulation of glial cell differentiation",FALSE
"867","GO:0045725","BP",0.0122158880275826,"positive regulation of glycogen biosynthetic process",FALSE
"868","GO:0045765","BP",0.0103592647264427,"regulation of angiogenesis",FALSE
"869","GO:0045818","BP",0.0401496307603072,"negative regulation of glycogen catabolic process",FALSE
"870","GO:0045834","BP",0.0456040039856838,"positive regulation of lipid metabolic process",TRUE
"871","GO:0045843","BP",0.00807325697975797,"negative regulation of striated muscle tissue development",FALSE
"872","GO:0045844","BP",0.00063817238797819,"positive regulation of striated muscle tissue development",FALSE
"873","GO:0045859","BP",0.0373955451435882,"regulation of protein kinase activity",FALSE
"874","GO:0045860","BP",0.0245395159493059,"positive regulation of protein kinase activity",FALSE
"875","GO:0045879","BP",0.00231665722338895,"negative regulation of smoothened signaling pathway",FALSE
"876","GO:0045892","BP",2.5208091936346e-08,"negative regulation of transcription, DNA-templated",FALSE
"877","GO:0045893","BP",9.47145970556759e-09,"positive regulation of transcription, DNA-templated",FALSE
"878","GO:0045912","BP",0.0408873585722431,"negative regulation of carbohydrate metabolic process",FALSE
"879","GO:0045926","BP",0.00388394845205594,"negative regulation of growth",FALSE
"880","GO:0045934","BP",9.34860641739244e-09,"negative regulation of nucleobase-containing compound metabolic process",FALSE
"881","GO:0045935","BP",7.30556171044098e-09,"positive regulation of nucleobase-containing compound metabolic process",FALSE
"882","GO:0045936","BP",0.0036899723519792,"negative regulation of phosphate metabolic process",FALSE
"883","GO:0045937","BP",0.00623059106759568,"positive regulation of phosphate metabolic process",FALSE
"884","GO:0045939","BP",0.0470846724316091,"negative regulation of steroid metabolic process",FALSE
"885","GO:0045940","BP",0.0288172912173382,"positive regulation of steroid metabolic process",FALSE
"886","GO:0045944","BP",7.14146678190193e-08,"positive regulation of transcription by RNA polymerase II",FALSE
"887","GO:0045977","BP",0.00121432020989636,"positive regulation of mitotic cell cycle, embryonic",FALSE
"888","GO:0045992","BP",0.00335223303841605,"negative regulation of embryonic development",FALSE
"889","GO:0045995","BP",0.00609000532048189,"regulation of embryonic development",FALSE
"890","GO:0046189","BP",0.0351830548901558,"phenol-containing compound biosynthetic process",FALSE
"891","GO:0046210","BP",0.0202799624078746,"nitric oxide catabolic process",FALSE
"892","GO:0046331","BP",0.0105950372496891,"lateral inhibition",FALSE
"893","GO:0046332","MF",0.0030238179994969,"SMAD binding",FALSE
"894","GO:0046483","BP",0.00171617142200511,"heterocycle metabolic process",FALSE
"895","GO:0046532","BP",0.00538698718100947,"regulation of photoreceptor cell differentiation",FALSE
"896","GO:0046533","BP",0.0361893609635655,"negative regulation of photoreceptor cell differentiation",FALSE
"897","GO:0046551","BP",0.0202799624078746,"retinal cone cell fate commitment",FALSE
"898","GO:0046620","BP",0.00342781305371518,"regulation of organ growth",FALSE
"899","GO:0046622","BP",0.0211348816150896,"positive regulation of organ growth",FALSE
"900","GO:0046696","CC",0.0407507938798527,"lipopolysaccharide receptor complex",FALSE
"901","GO:0046885","BP",0.0360823383464341,"regulation of hormone biosynthetic process",FALSE
"902","GO:0046886","BP",0.0236730710406464,"positive regulation of hormone biosynthetic process",FALSE
"903","GO:0046890","BP",0.0309495952952749,"regulation of lipid biosynthetic process",TRUE
"904","GO:0046911","MF",0.040622984188158,"metal chelating activity",FALSE
"905","GO:0046949","BP",0.0196937293977889,"fatty-acyl-CoA biosynthetic process",TRUE
"906","GO:0046965","MF",0.0192215211741242,"retinoid X receptor binding",FALSE
"907","GO:0046974","MF",0.036981758198914,"histone methyltransferase activity (H3-K9 specific)",FALSE
"908","GO:0046975","MF",0.0324840949753299,"histone methyltransferase activity (H3-K36 specific)",FALSE
"909","GO:0047726","MF",0.0205215695832317,"iron-cytochrome-c reductase activity",FALSE
"910","GO:0048008","BP",0.045780307203169,"platelet-derived growth factor receptor signaling pathway",FALSE
"911","GO:0048021","BP",0.00314218003351708,"regulation of melanin biosynthetic process",FALSE
"912","GO:0048022","BP",0.00239601670849519,"negative regulation of melanin biosynthetic process",FALSE
"913","GO:0048048","BP",7.45661044028668e-07,"embryonic eye morphogenesis",FALSE
"914","GO:0048070","BP",0.0288172912173382,"regulation of developmental pigmentation",FALSE
"915","GO:0048167","BP",0.0391960058134247,"regulation of synaptic plasticity",FALSE
"916","GO:0048168","BP",0.00556514830795075,"regulation of neuronal synaptic plasticity",FALSE
"917","GO:0048169","BP",0.000558542178246701,"regulation of long-term neuronal synaptic plasticity",FALSE
"918","GO:0048179","CC",0.0138319202489966,"activin receptor complex",FALSE
"919","GO:0048185","MF",0.00651201735754967,"activin binding",FALSE
"920","GO:0048332","BP",0.000491429631457891,"mesoderm morphogenesis",FALSE
"921","GO:0048333","BP",0.0408873585722431,"mesodermal cell differentiation",FALSE
"922","GO:0048339","BP",0.0288172912173382,"paraxial mesoderm development",FALSE
"923","GO:0048340","BP",0.0456494461726092,"paraxial mesoderm morphogenesis",FALSE
"924","GO:0048341","BP",0.0236730710406464,"paraxial mesoderm formation",FALSE
"925","GO:0048389","BP",0.00583059468528606,"intermediate mesoderm development",FALSE
"926","GO:0048468","BP",3.23277066572848e-06,"cell development",FALSE
"927","GO:0048469","BP",0.0330303299902047,"cell maturation",FALSE
"928","GO:0048483","BP",0.00556514830795075,"autonomic nervous system development",FALSE
"929","GO:0048505","BP",0.00531029929487556,"regulation of timing of cell differentiation",FALSE
"930","GO:0048512","BP",0.03336696348109,"circadian behavior",FALSE
"931","GO:0048513","BP",3.01556891353045e-06,"animal organ development",FALSE
"932","GO:0048514","BP",0.00318708610575826,"blood vessel morphogenesis",FALSE
"933","GO:0048518","BP",1.7023252262507e-05,"positive regulation of biological process",FALSE
"934","GO:0048519","BP",1.24051425116311e-07,"negative regulation of biological process",FALSE
"935","GO:0048522","BP",1.06759886463248e-05,"positive regulation of cellular process",FALSE
"936","GO:0048523","BP",3.00630259044897e-09,"negative regulation of cellular process",FALSE
"937","GO:0048534","BP",0.0205987169760077,"hematopoietic or lymphoid organ development",FALSE
"938","GO:0048538","BP",0.00807325697975797,"thymus development",FALSE
"939","GO:0048545","BP",0.010797449142117,"response to steroid hormone",FALSE
"940","GO:0048546","BP",0.000354441154311147,"digestive tract morphogenesis",FALSE
"941","GO:0048557","BP",0.00264987313054698,"embryonic digestive tract morphogenesis",FALSE
"942","GO:0048562","BP",4.11541864930186e-10,"embryonic organ morphogenesis",FALSE
"943","GO:0048565","BP",3.28103911905695e-06,"digestive tract development",FALSE
"944","GO:0048566","BP",0.00121986005452275,"embryonic digestive tract development",FALSE
"945","GO:0048568","BP",2.46813763217816e-07,"embryonic organ development",FALSE
"946","GO:0048570","BP",0.0288172912173382,"notochord morphogenesis",FALSE
"947","GO:0048583","BP",0.000106283125311735,"regulation of response to stimulus",FALSE
"948","GO:0048584","BP",0.03635095060082,"positive regulation of response to stimulus",FALSE
"949","GO:0048585","BP",1.80229790008636e-05,"negative regulation of response to stimulus",FALSE
"950","GO:0048589","BP",3.32295885612344e-06,"developmental growth",FALSE
"951","GO:0048592","BP",2.0722070932308e-05,"eye morphogenesis",FALSE
"952","GO:0048593","BP",4.03814212640409e-05,"camera-type eye morphogenesis",FALSE
"953","GO:0048596","BP",2.57258677436768e-06,"embryonic camera-type eye morphogenesis",FALSE
"954","GO:0048598","BP",2.34512229376929e-11,"embryonic morphogenesis",FALSE
"955","GO:0048634","BP",2.771008105776e-05,"regulation of muscle organ development",FALSE
"956","GO:0048635","BP",0.00948933738458618,"negative regulation of muscle organ development",FALSE
"957","GO:0048636","BP",0.000678755124260542,"positive regulation of muscle organ development",FALSE
"958","GO:0048638","BP",0.00655511931072431,"regulation of developmental growth",FALSE
"959","GO:0048640","BP",0.0066356642759029,"negative regulation of developmental growth",FALSE
"960","GO:0048645","BP",1.11419779317134e-06,"animal organ formation",FALSE
"961","GO:0048646","BP",0.000115363916143939,"anatomical structure formation involved in morphogenesis",FALSE
"962","GO:0048659","BP",0.0183458678342332,"smooth muscle cell proliferation",FALSE
"963","GO:0048660","BP",0.016253620145492,"regulation of smooth muscle cell proliferation",FALSE
"964","GO:0048661","BP",0.0394531765446912,"positive regulation of smooth muscle cell proliferation",FALSE
"965","GO:0048663","BP",8.99595131202169e-06,"neuron fate commitment",FALSE
"966","GO:0048665","BP",0.00137977599783159,"neuron fate specification",FALSE
"967","GO:0048666","BP",0.000349887682711781,"neuron development",FALSE
"968","GO:0048667","BP",6.68405159457836e-05,"cell morphogenesis involved in neuron differentiation",FALSE
"969","GO:0048699","BP",3.5614455933885e-08,"generation of neurons",FALSE
"970","GO:0048701","BP",0.017871816640517,"embryonic cranial skeleton morphogenesis",FALSE
"971","GO:0048703","BP",0.03815190366895,"embryonic viscerocranium morphogenesis",FALSE
"972","GO:0048704","BP",0.00313393275374444,"embryonic skeletal system morphogenesis",FALSE
"973","GO:0048705","BP",0.00068210796698283,"skeletal system morphogenesis",FALSE
"974","GO:0048706","BP",0.000407090687492454,"embryonic skeletal system development",FALSE
"975","GO:0048708","BP",0.00142660686137549,"astrocyte differentiation",FALSE
"976","GO:0048709","BP",0.000629181990150657,"oligodendrocyte differentiation",FALSE
"977","GO:0048710","BP",0.00121986005452275,"regulation of astrocyte differentiation",FALSE
"978","GO:0048711","BP",0.000314004046766774,"positive regulation of astrocyte differentiation",FALSE
"979","GO:0048713","BP",0.0095870189393342,"regulation of oligodendrocyte differentiation",FALSE
"980","GO:0048715","BP",0.00202147425408198,"negative regulation of oligodendrocyte differentiation",FALSE
"981","GO:0048729","BP",6.11048724256169e-05,"tissue morphogenesis",FALSE
"982","GO:0048730","BP",0.0184358600401925,"epidermis morphogenesis",FALSE
"983","GO:0048731","BP",6.73869055191877e-09,"system development",FALSE
"984","GO:0048732","BP",7.0565836116946e-09,"gland development",FALSE
"985","GO:0048733","BP",0.0236730710406464,"sebaceous gland development",FALSE
"986","GO:0048736","BP",0.00103368711295575,"appendage development",FALSE
"987","GO:0048738","BP",6.71503886678922e-05,"cardiac muscle tissue development",FALSE
"988","GO:0048742","BP",0.0317830701728924,"regulation of skeletal muscle fiber development",FALSE
"989","GO:0048752","BP",0.0136765521254399,"semicircular canal morphogenesis",FALSE
"990","GO:0048754","BP",0.0162298951477007,"branching morphogenesis of an epithelial tube",FALSE
"991","GO:0048762","BP",2.48619217117015e-05,"mesenchymal cell differentiation",FALSE
"992","GO:0048793","BP",0.000412289353242264,"pronephros development",FALSE
"993","GO:0048812","BP",0.000300735504331882,"neuron projection morphogenesis",FALSE
"994","GO:0048839","BP",0.000233861212249895,"inner ear development",FALSE
"995","GO:0048844","BP",0.000388393226284773,"artery morphogenesis",FALSE
"996","GO:0048850","BP",0.0105950372496891,"hypophysis morphogenesis",FALSE
"997","GO:0048852","BP",0.016577533733663,"diencephalon morphogenesis",FALSE
"998","GO:0048856","BP",2.13406915094026e-08,"anatomical structure development",FALSE
"999","GO:0048858","BP",0.000245323758365573,"cell projection morphogenesis",FALSE
"1000","GO:0048859","BP",0.00957608103646888,"formation of anatomical boundary",FALSE
"1001","GO:0048863","BP",1.24081859257893e-05,"stem cell differentiation",FALSE
"1002","GO:0048864","BP",0.000140321202308353,"stem cell development",FALSE
"1003","GO:0048869","BP",1.5587638543667e-08,"cellular developmental process",FALSE
"1004","GO:0048870","BP",8.61290469283886e-06,"cell motility",FALSE
"1005","GO:0048880","BP",7.644451077517e-06,"sensory system development",FALSE
"1006","GO:0048882","BP",0.0266366525399741,"lateral line development",FALSE
"1007","GO:0048925","BP",0.0449382135068876,"lateral line system development",FALSE
"1008","GO:0050196","MF",0.040622984188158,"[phosphorylase] phosphatase activity",FALSE
"1009","GO:0050613","MF",0.040622984188158,"delta14-sterol reductase activity",FALSE
"1010","GO:0050673","BP",5.53164886625729e-05,"epithelial cell proliferation",FALSE
"1011","GO:0050678","BP",2.17046999345303e-05,"regulation of epithelial cell proliferation",FALSE
"1012","GO:0050679","BP",0.0012152679998687,"positive regulation of epithelial cell proliferation",FALSE
"1013","GO:0050680","BP",0.00172139116765441,"negative regulation of epithelial cell proliferation",FALSE
"1014","GO:0050709","BP",0.0181990667264136,"negative regulation of protein secretion",FALSE
"1015","GO:0050767","BP",5.56174951135902e-07,"regulation of neurogenesis",FALSE
"1016","GO:0050768","BP",7.3526710886806e-08,"negative regulation of neurogenesis",FALSE
"1017","GO:0050769","BP",0.00146151722123564,"positive regulation of neurogenesis",FALSE
"1018","GO:0050770","BP",0.0102483962656431,"regulation of axonogenesis",FALSE
"1019","GO:0050771","BP",0.0175283172572706,"negative regulation of axonogenesis",FALSE
"1020","GO:0050789","BP",0.000757254326718298,"regulation of biological process",FALSE
"1021","GO:0050790","BP",0.0207210115663525,"regulation of catalytic activity",FALSE
"1022","GO:0050793","BP",3.13513034824297e-09,"regulation of developmental process",FALSE
